1,1,306.9,212.5,14.1,33.5,-1,-1,-1,-1
2,1,311.6,213.8,13.6,32.7,-1,-1,-1,-1
3,1,317.1,212.9,14.4,32.5,-1,-1,-1,-1
4,1,323.5,212.2,14.6,33.4,-1,-1,-1,-1
5,1,329.7,213.2,14.5,34.1,-1,-1,-1,-1
1,2,18.6,152.3,76.3,193.5,-1,-1,-1,-1
2,2,19.3,148.5,77.1,195.2,-1,-1,-1,-1
3,2,20.5,141.9,80.6,206.6,-1,-1,-1,-1
4,2,25.3,145.6,80.1,203.2,-1,-1,-1,-1
5,2,30.8,148.3,83.5,205.4,-1,-1,-1,-1
6,2,33.6,148.5,84.1,204.6,-1,-1,-1,-1
7,2,38.0,141.3,82.4,214.5,-1,-1,-1,-1
8,2,38.5,140.7,88.8,221.3,-1,-1,-1,-1
9,2,55.0,138.0,87.0,220.0,-1,-1,-1,-1
1,3,115.4,155.2,86.7,172.5,-1,-1,-1,-1
2,3,116.4,153.2,89.8,178.1,-1,-1,-1,-1
3,3,119.7,148.6,90.1,185.6,-1,-1,-1,-1
4,3,125.0,148.5,88.4,185.6,-1,-1,-1,-1
5,3,133.1,149.5,90.2,195.3,-1,-1,-1,-1
6,3,138.8,145.4,90.6,197.7,-1,-1,-1,-1
7,3,141.7,146.1,92.9,197.6,-1,-1,-1,-1
8,3,143.9,147.5,98.5,200.3,-1,-1,-1,-1
9,3,159.0,141.0,99.0,202.0,-1,-1,-1,-1
3,4,248.5,196.5,26.2,66.9,-1,-1,-1,-1
4,4,254.9,198.1,26.8,65.7,-1,-1,-1,-1
5,4,264.2,199.0,26.3,68.1,-1,-1,-1,-1
6,4,270.8,201.9,25.5,65.6,-1,-1,-1,-1
7,4,277.9,199.7,26.4,66.1,-1,-1,-1,-1
8,4,285.6,202.5,26.0,66.7,-1,-1,-1,-1
9,4,291.2,202.2,26.3,67.1,-1,-1,-1,-1
10,4,303.0,200.0,26.0,67.0,-1,-1,-1,-1
4,5,232.4,192.7,28.5,70.5,-1,-1,-1,-1
5,5,240.9,195.2,29.3,70.7,-1,-1,-1,-1
6,5,247.4,198.4,29.0,68.3,-1,-1,-1,-1
7,5,254.8,196.7,26.8,69.1,-1,-1,-1,-1
8,5,262.5,199.3,26.2,67.1,-1,-1,-1,-1
9,5,268.4,197.8,26.4,70.7,-1,-1,-1,-1
10,5,277.8,198.6,25.2,68.5,-1,-1,-1,-1
11,5,284.0,197.0,24.0,70.0,-1,-1,-1,-1
9,6,356.9,214.2,13.8,34.6,-1,-1,-1,-1
10,6,365.0,215.4,15.0,33.3,-1,-1,-1,-1
11,6,373.1,216.9,14.7,31.7,-1,-1,-1,-1
12,6,383.7,217.8,14.4,33.4,-1,-1,-1,-1
13,6,390.3,218.0,15.0,33.3,-1,-1,-1,-1
14,6,400.2,215.1,15.7,35.0,-1,-1,-1,-1
5,7,219.8,202.6,22.2,66.2,-1,-1,-1,-1
6,7,224.2,202.4,24.8,66.0,-1,-1,-1,-1
7,7,230.6,202.2,24.5,65.4,-1,-1,-1,-1
8,7,237.0,202.2,24.8,68.0,-1,-1,-1,-1
9,7,242.4,202.8,25.1,67.7,-1,-1,-1,-1
10,7,251.0,201.7,25.0,69.0,-1,-1,-1,-1
11,7,258.2,200.8,26.1,70.2,-1,-1,-1,-1
12,7,268.0,202.0,25.0,69.0,-1,-1,-1,-1
11,8,307.0,200.5,27.9,69.8,-1,-1,-1,-1
12,8,317.3,202.2,28.4,70.9,-1,-1,-1,-1
13,8,325.3,202.1,25.9,69.9,-1,-1,-1,-1
14,8,334.9,199.9,27.2,72.1,-1,-1,-1,-1
15,8,343.9,200.4,28.6,73.0,-1,-1,-1,-1
16,8,352.2,199.4,28.0,71.2,-1,-1,-1,-1
12,9,295.4,202.6,24.5,68.4,-1,-1,-1,-1
13,9,300.6,200.6,25.5,68.8,-1,-1,-1,-1
14,9,310.6,201.4,25.4,67.4,-1,-1,-1,-1
15,9,322.5,197.6,25.9,72.7,-1,-1,-1,-1
16,9,327.3,196.0,28.2,72.2,-1,-1,-1,-1
17,9,332.6,193.7,27.0,74.2,-1,-1,-1,-1
13,10,275.8,204.4,23.9,67.8,-1,-1,-1,-1
14,10,286.1,202.4,25.3,69.5,-1,-1,-1,-1
15,10,297.6,201.9,25.7,70.4,-1,-1,-1,-1
16,10,304.8,195.8,21.9,73.6,-1,-1,-1,-1
17,10,306.8,195.7,26.0,73.8,-1,-1,-1,-1
18,10,311.0,196.6,26.5,74.6,-1,-1,-1,-1
10,11,140.3,195.7,26.2,69.2,-1,-1,-1,-1
11,11,146.3,194.1,25.3,70.5,-1,-1,-1,-1
12,11,155.1,196.5,25.2,72.9,-1,-1,-1,-1
13,11,161.5,197.5,27.0,72.9,-1,-1,-1,-1
14,11,170.2,196.1,26.6,74.7,-1,-1,-1,-1
15,11,179.4,197.2,28.5,70.9,-1,-1,-1,-1
