1,-1,636,528,23,67,0.31116632
1,-1,126,717,37,76,0.31543022
1,-1,123,703,56,105,0.31803867
1,-1,1522,561,46,123,0.3477654
1,-1,1483,525,25,62,0.65291595
1,-1,1260,535,36,62,0.7397929
1,-1,267,597,45,145,0.75045425
1,-1,495,554,31,90,0.77182186
1,-1,514,556,30,82,0.84573686
1,-1,1449,511,30,73,0.8604814
1,-1,544,553,29,87,0.87775034
1,-1,1371,523,31,88,0.93841445
1,-1,0,676,53,200,0.95145726
1,-1,1612,563,58,109,0.9762986
2,-1,664,519,29,69,0.3208428
2,-1,594,518,21,67,0.32931513
2,-1,183,561,40,153,0.39692667
2,-1,636,520,25,65,0.40305564
2,-1,1256,538,45,56,0.47049028
2,-1,262,583,45,154,0.48131374
2,-1,1535,589,38,85,0.53270483
2,-1,1486,527,23,55,0.5791034
2,-1,112,706,44,87,0.60101336
2,-1,1453,512,29,69,0.749727
2,-1,544,540,30,90,0.75250226
2,-1,497,537,31,96,0.7975951
2,-1,514,545,31,86,0.83185023
2,-1,0,664,41,218,0.88158363
2,-1,1375,519,32,92,0.9083036
2,-1,1617,562,58,110,0.9719313
3,-1,1882,527,37,145,0.30104294
3,-1,1344,493,19,56,0.34452662
3,-1,635,527,27,69,0.34838253
3,-1,1490,501,23,59,0.36701626
3,-1,1489,521,24,61,0.6591557
3,-1,1539,558,51,123,0.6742447
3,-1,1543,583,37,82,0.69217855
3,-1,105,720,44,104,0.7364144
3,-1,543,553,30,87,0.7433466
3,-1,0,672,35,232,0.8024504
3,-1,516,559,31,84,0.8371978
3,-1,495,556,31,92,0.87673736
3,-1,1452,492,30,79,0.8917201
3,-1,1379,517,32,96,0.90897113
3,-1,1623,553,57,114,0.9809357
4,-1,1494,498,24,63,0.3204233
4,-1,0,665,27,229,0.39780295
4,-1,635,528,25,64,0.39935407
4,-1,93,718,46,107,0.5102582
4,-1,1496,520,23,63,0.5923497
4,-1,515,555,30,85,0.7729547
4,-1,1455,489,28,83,0.80644524
4,-1,542,547,31,94,0.8140833
4,-1,1383,516,32,95,0.8510244
4,-1,494,551,32,93,0.8778614
4,-1,1542,553,54,130,0.93505406
4,-1,1629,556,58,120,0.94898903
5,-1,593,522,22,68,0.3156987
5,-1,1491,499,25,66,0.34527233
5,-1,1506,521,24,70,0.34912708
5,-1,635,527,22,63,0.4750977
5,-1,247,589,44,145,0.57409215
5,-1,1495,514,24,73,0.5999891
5,-1,543,549,30,84,0.673751
5,-1,1384,524,30,92,0.6750974
5,-1,1457,501,30,88,0.7007671
5,-1,76,712,42,111,0.7135398
5,-1,523,554,31,79,0.72746
5,-1,1546,567,51,123,0.89642936
5,-1,492,549,34,92,0.9305491
5,-1,1639,562,57,123,0.98511237
6,-1,1279,572,50,46,0.32993504
6,-1,634,533,25,64,0.36149624
6,-1,1459,510,31,80,0.37574995
6,-1,143,606,50,135,0.49264258
6,-1,545,562,29,80,0.5924262
6,-1,1472,517,30,78,0.5988876
6,-1,1507,531,25,64,0.6138956
6,-1,521,561,29,87,0.7618079
6,-1,244,611,42,135,0.76672995
6,-1,65,740,41,93,0.8217484
6,-1,1561,578,44,122,0.8534071
6,-1,496,558,29,94,0.88230735
6,-1,1388,532,37,106,0.93218917
6,-1,1650,575,58,127,0.99079186
7,-1,1287,566,41,48,0.325365
7,-1,129,596,61,148,0.40405506
7,-1,44,732,49,115,0.47411937
7,-1,544,554,28,84,0.512084
7,-1,635,528,22,67,0.59431064
7,-1,1473,509,27,82,0.61508113
7,-1,673,528,26,74,0.6785033
7,-1,1508,521,26,73,0.7233585
7,-1,1392,532,33,101,0.82614756
7,-1,525,557,28,87,0.8624525
7,-1,1568,575,46,124,0.8699341
7,-1,493,553,31,96,0.92835546
7,-1,1654,567,59,130,0.99311465
8,-1,29,735,51,117,0.30945346
8,-1,112,602,60,150,0.4030174
8,-1,671,534,27,69,0.7572294
8,-1,633,531,26,71,0.80620366
8,-1,1470,518,29,80,0.81324726
8,-1,1509,529,27,78,0.82949674
8,-1,529,561,28,91,0.8555702
8,-1,493,559,31,94,0.91868824
8,-1,1395,531,34,108,0.93206364
8,-1,1571,583,47,126,0.9537545
8,-1,1661,584,60,123,0.9905828
9,-1,1193,857,71,216,0.33316833
9,-1,1515,554,24,58,0.3611622
9,-1,106,602,62,147,0.5773261
9,-1,214,606,49,150,0.6548267
9,-1,1511,531,25,74,0.6774274
9,-1,16,749,52,107,0.72334737
9,-1,673,533,25,70,0.799276
9,-1,634,531,24,70,0.80156386
9,-1,1473,520,29,79,0.8483546
9,-1,530,561,28,90,0.88931596
9,-1,1580,587,49,135,0.9018159
9,-1,1399,529,31,113,0.9302337
9,-1,1663,589,63,130,0.94543207
9,-1,490,558,31,94,0.9524618
10,-1,570,530,22,71,0.3225549
10,-1,604,530,20,72,0.33444083
10,-1,1589,625,34,81,0.3406852
10,-1,91,598,61,140,0.42782393
10,-1,1518,562,24,58,0.5882987
10,-1,633,529,24,71,0.7548041
10,-1,0,727,49,116,0.77032256
10,-1,1474,527,28,78,0.79256266
10,-1,674,529,26,74,0.8064639
10,-1,207,599,46,147,0.8103488
10,-1,526,556,30,87,0.9017847
10,-1,487,551,32,95,0.9503313
10,-1,1582,602,51,127,0.95414096
10,-1,1402,548,31,101,0.95436925
10,-1,1670,604,67,125,0.9895445
11,-1,1286,572,48,50,0.42223325
11,-1,1517,555,27,58,0.47466367
11,-1,1512,536,31,62,0.49224377
11,-1,89,584,58,175,0.573639
11,-1,201,592,53,173,0.60077316
11,-1,673,529,25,77,0.67934656
11,-1,633,531,24,71,0.6960219
11,-1,1476,522,32,74,0.7414114
11,-1,527,561,30,92,0.91566104
11,-1,1403,530,33,111,0.91893476
11,-1,487,560,32,93,0.95041436
11,-1,1586,592,55,127,0.9708776
11,-1,1679,589,67,129,0.9865048
12,-1,1513,537,33,55,0.33646393
12,-1,673,534,23,70,0.40836725
12,-1,1286,577,49,48,0.44853833
12,-1,1518,559,28,55,0.47851083
12,-1,178,581,62,187,0.5497066
12,-1,633,535,24,68,0.5812975
12,-1,71,584,64,171,0.6242452
12,-1,1476,524,34,75,0.70334977
12,-1,524,561,32,92,0.91899496
12,-1,485,562,33,92,0.9226708
12,-1,1405,535,32,109,0.92707396
12,-1,1595,599,50,123,0.9752615
12,-1,1688,593,63,127,0.9941481
13,-1,453,550,26,86,0.31004164
13,-1,68,567,54,180,0.32147166
13,-1,1373,499,18,57,0.32439932
13,-1,1526,555,26,58,0.36218703
13,-1,570,524,21,71,0.3712467
13,-1,1289,572,48,48,0.48009184
13,-1,672,523,25,73,0.51461685
13,-1,1520,531,29,61,0.5372116
13,-1,635,527,25,66,0.6399773
13,-1,167,573,66,180,0.7326587
13,-1,1479,518,31,78,0.73312986
13,-1,1410,537,34,102,0.9132562
13,-1,524,547,32,88,0.9200821
13,-1,480,547,34,89,0.94731146
13,-1,1603,602,54,120,0.97178614
13,-1,1694,594,63,130,0.99310976
14,-1,1374,499,19,55,0.36876836
14,-1,1479,522,36,65,0.4143292
14,-1,671,527,21,71,0.45018312
14,-1,1288,572,49,47,0.45311418
14,-1,634,529,23,69,0.5588199
14,-1,1521,525,32,70,0.6275362
14,-1,159,578,69,191,0.6951607
14,-1,1412,532,35,107,0.86906654
14,-1,481,557,32,94,0.9409398
14,-1,521,553,34,96,0.94212496
14,-1,1698,587,65,133,0.9710016
14,-1,1609,591,59,129,0.97844195
15,-1,1540,557,27,61,0.33893406
15,-1,1480,520,38,65,0.36045444
15,-1,1517,528,38,63,0.36511305
15,-1,1375,501,20,55,0.36544082
15,-1,568,529,21,67,0.36670876
15,-1,672,528,22,70,0.474448
15,-1,1292,570,48,48,0.5283329
15,-1,635,530,24,65,0.53634864
15,-1,20,580,76,175,0.5465713
15,-1,1417,534,34,104,0.91758066
15,-1,521,551,34,93,0.9464079
15,-1,479,555,33,91,0.9571204
15,-1,1713,591,59,128,0.98693883
15,-1,1617,595,57,130,0.9877979
16,-1,1293,571,49,48,0.49342728
16,-1,634,530,23,65,0.50377786
16,-1,671,527,22,69,0.5256228
16,-1,1481,520,29,73,0.546504
16,-1,1542,558,27,61,0.62680686
16,-1,20,575,64,190,0.63751465
16,-1,130,582,69,196,0.6594424
16,-1,518,551,34,92,0.92835736
16,-1,1418,537,34,100,0.9443089
16,-1,478,548,34,97,0.9568583
16,-1,1621,600,63,125,0.9892796
16,-1,1718,594,61,136,0.99216694
17,-1,1544,529,27,71,0.3131372
17,-1,634,530,22,68,0.3852217
17,-1,1483,524,28,62,0.4004953
17,-1,2,579,43,191,0.43449643
17,-1,670,526,22,71,0.48400638
17,-1,1547,558,25,57,0.57080317
17,-1,1294,570,47,49,0.6353068
17,-1,124,605,62,178,0.69334495
17,-1,19,578,54,193,0.7540653
17,-1,1419,537,35,99,0.93164676
17,-1,515,553,34,93,0.94809806
17,-1,479,558,31,89,0.9516729
17,-1,1635,602,59,129,0.9614323
17,-1,1725,594,64,138,0.9929527
18,-1,635,530,21,69,0.34360987
18,-1,671,526,21,70,0.42268962
18,-1,1550,555,27,60,0.49752715
18,-1,1295,570,47,49,0.50871265
18,-1,1543,527,32,77,0.5283414
18,-1,2,582,54,183,0.640931
18,-1,1420,535,34,103,0.8301776
18,-1,478,555,31,92,0.94063807
18,-1,514,552,34,94,0.9513029
18,-1,1642,600,60,130,0.99017227
18,-1,1732,597,66,136,0.9944717
19,-1,634,532,22,68,0.33031896
19,-1,1552,555,26,58,0.33646065
19,-1,671,527,21,69,0.38110211
19,-1,1547,530,32,74,0.4174796
19,-1,1297,568,42,51,0.5265729
19,-1,0,587,56,176,0.6353583
19,-1,476,553,31,93,0.91082287
19,-1,1426,538,39,105,0.91153985
19,-1,511,553,35,94,0.93505365
19,-1,1744,596,63,139,0.976606
19,-1,1649,603,59,128,0.98931724
20,-1,1508,530,50,55,0.31123352
20,-1,1547,535,34,63,0.4091186
20,-1,0,590,44,178,0.41245028
20,-1,1552,558,28,54,0.4408799
20,-1,1297,570,44,49,0.48012725
20,-1,476,557,32,98,0.8303869
20,-1,509,554,34,98,0.9233213
20,-1,1428,541,39,99,0.9388216
20,-1,1655,601,62,128,0.9817724
20,-1,1750,599,66,135,0.9909454
21,-1,1515,531,38,58,0.30017298
21,-1,452,565,31,78,0.31290263
21,-1,668,528,22,74,0.3922327
21,-1,1550,536,30,61,0.4032981
21,-1,1300,570,35,50,0.46603662
21,-1,1555,556,27,57,0.4787913
21,-1,475,557,33,96,0.87227446
21,-1,507,556,36,96,0.93209094
